"tweet_id"	"source_user_id"	"rt_user_id"	"tweet"	"I_c"	"website"	"tweet_time"	"hash_tag"	"raw_retweet_count"
295594254540083000	107980048	-1	"OBAMA WISHES TO ARM OUR ENEMIES - and revoke our constitutional Second Amendment right to bear arms.\
#nra #gunrights http://t.co/G50lhlea"	"i"	"http://t.co/G50lhlea"	1/27/2013 13:08	"gunrights"	5
295630541590495000	41373006	284664892	"RT @WithoutViolence: #VAWA has been reintroduced to #Congress, ensure your members are on board! http://t.co/OfPXDlfy"	"i"	"http://t.co/OfPXDlfy"	1/27/2013 15:33	"congress"	20
295733442476388000	1056862195	-1	"It's been a busy two days!!!! #gettingreadyforbabyshower #movingout #lookingforapartment #packing #taxes #busybusybusy"	"c"		1/27/2013 22:22	"taxes"	0
295941961985187000	465061564	302427739	"RT @TheAdam2014: Free people own guns, slaves don't. @2ndAmendmnt #2a #GunRights @JesseMikell @BrennanKvarta @OldMarine1 http://t.co/Ei4 ..."	"i"	"http://t.co/Ei4"	1/28/2013 12:10	"gunrights"	2
295972867789705000	275134724	-1	"Texas Christian starts NCAA Rifle's second leg with 21st consecutive win http://t.co/UHWZp5W6 #nra"	"i"	"http://t.co/UHWZp5W6"	1/28/2013 14:13	"nra"	2
295974946834874000	16479577	-1	"@NYTimes @ChuckTodd RINO @JoeNBC @JakeTapper thetool #GunControl #HYPOCRITE @MikeBloomberg http://t.co/9GlHNdz1 SHAME! #tcot #lib #p2 #fem2"	"i"	"http://t.co/9GlHNdz1"	1/28/2013 14:21	"guncontrol"	0
295975613293027000	453414581	-1	"Apparently guns are the only inanimate objects that are capable of acting on their own #guncontrol #NRA #awb #CommonSense #TGDN"	"c"		1/28/2013 14:24	"nra"	2
295980036350156000	347555346	35862271	"RT @tutticontenti: #Congress which earns $174,000 a year wants raises. #PaulRyan says grandma who gets $800 a month from #SocialSecurity ..."	"c"		1/28/2013 14:41	"congress"	15
295982350855204000	14522741	35862271	"RT @tutticontenti: #PaulRyan and #Congress are weapons of mass obstruction."	"c"		1/28/2013 14:51	"congress"	8
295985186838028000	374597100	851887776	"RT @WakeUpAmerica8: Our #Founders were so sick of suffocating government, ridiculous #Taxes, and a #Tyrannical ruler that they fought &a ..."	"c"		1/28/2013 15:02	"taxes"	7
295988050843013000	128269604	23468661	"RT @AndrewLuck23: Has BO, Biden, or Feinstein say no AR used in Sandy Hook? Sad 2 use this tradegy 2 promote personal agenda #NRA #Democ ..."	"c"		1/28/2013 15:13	"nra"	4
295992038099394000	37243007	-1	"Look on the bright side By talking about #Immigration theyre not talking about #GunControl Thats how even Dems want it #tcot #IWillNotComply"	"c"		1/28/2013 15:29	"guncontrol"	0
296017719013294000	266829947	-1	"Why is King O trying to tackle guns and immigration now instead of concentrating on jobs, the economy and a BUDGET? #Unbelievable #Congress"	"c"		1/28/2013 17:11	"congress"	1
296028006110081000	18293999	-1	"Sen Harvey accuses #guncontrol group of not addressing the specific topic if his bill allowing some teachers to carry at school. #coleg"	"i"		1/28/2013 17:52	"guncontrol"	0
296030299677155000	937823144	79054445	"RT @bdthaler: You always hear about home invasions being stopped by gun free zone signs. Oh wait, no you don't. #GunControl #GunRights"	"c"		1/28/2013 18:01	"gunrights"	2
296035993583247000	595714013	-1	"On Data Privacy Day, A Glass Half Full and Leadership Lacking on Reforms - Forbes http://t.co/6uW1izXl #american #congress"	"i"	"http://t.co/6uW1izXl"	1/28/2013 18:24	"congress"	0
296038384630132000	275526452	-1	"#billclinton #obama http://t.co/2qqfAx2H"	"i"	"http://t.co/2qqfAx2H"	1/28/2013 18:33	"Obama"	0
296040835731046000	473279639	-1	"Milwaukee County sheriff: Don't wait for the police; arm yourselves http://t.co/OUOFfbsK #2a #gunrights #nra #goa #resist44 #ccot #tgdn"	"i"	"http://t.co/OUOFfbsK"	1/28/2013 18:43	"nra"	2
296071103187656000	356955821	-1	"Keystone XL: A Step in the Wrong Direction via @NRDC #climate #nokxl #350 #obama http://t.co/qslYImSV"	"i"	"http://t.co/qslYImSV"	1/28/2013 20:43	"Obama"	0
296072725334740000	987783271	906384482	"RT @AmericanHuntin: #truth #guncontrol #nobama http://t.co/u2GK1fwg"	"i"	"http://t.co/u2GK1fwg"	1/28/2013 20:50	"guncontrol"	77
296100454469869000	487185707	443097895	"RT @jasonmruggiero: Father of Sandy Hook Victim \The Problem is not gun laws\"": http://t.co/hyVc2Xue    via @youtube #nra #2A #awb2013  # ..."""	"i"	"http://t.co/hyVc2Xue"	1/28/2013 22:40	"nra"	2
296116812788146000	1109881512	-1	"#tcot #NRA members=Westboro Baptist Church Father of Newtown victim heckled at hearing - Connecticut Post http://t.co/lW1o8CRn via @ConnPost"	"i"	"http://t.co/lW1o8CRn"	1/28/2013 23:45	"nra"	1
296129062999568000	276302067	-1	"@David_Conolly @laurajrichter @rickygervais The Latest Narcissistic News is here! #America, #AnnieAwards, #Obama\
http://t.co/j3NGOwF5"	"i"	"http://t.co/j3NGOwF5"	1/29/2013 0:34	"Obama"	2
296142318862487000	502932059	-1	"Obama wades back into immigration debate as senators pitch new blueprint: President Obama, just days into... http://t.co/bQdfa8I0 #obama"	"i"	"http://t.co/bQdfa8I0"	1/29/2013 1:26	"Obama"	0
296168006290137000	19130897	16555555	"RT @RonFutrell: Actually, he did it twice. RT @TodaysHeadline1: #Obama flying to #LasVegas to give speech. Didn't he once tell people no ..."	"c"		1/29/2013 3:08	"Obama"	1
296238505602973000	383720991	-1	"Absolutely fascinating insight into the first term of the #Obama Presidency [via @PBS]: http://t.co/gBFsc4gG No wonder he's gone grey!"	"i"	"http://t.co/gBFsc4gG"	1/29/2013 7:48	"Obama"	0
296246722479390000	892111028	-1	"THIS IS MY *RIFLE* LIBERALS*KNOW THE RIFLEMAN'S CREED!~~~>http://t.co/ONVoPItp #TCOT #TGDN #PJNET #CCOT #NRA #RedNationRising #patriots #gop"	"i"	"http://t.co/ONVoPItp"	1/29/2013 8:21	"nra"	1
296248927575998000	200915292	-1	"#Obama To Praise And Parse Senators' #Immigration Plan As He Lays Out His Own http://t.co/vQ6Kom1i @nprpolitics #immigration2013"	"i"	"http://t.co/vQ6Kom1i"	1/29/2013 8:30	"Obama"	0
296250130443673000	290864776	161319475	"RT @foxnewslatino: President #Obama In Last Vegas to Push His Plan for #Immigration Reform http://t.co/3sBgaHBp"	"i"	"http://t.co/3sBgaHBp"	1/29/2013 8:35	"Obama"	5
296261208863019000	123949508	-1	"@nra & gun manufacturers campaigning to children from 8 yrs old & up. Who's ok with this? #nra @barackobama @whitehouse"	"c"		1/29/2013 9:19	"nra"	0
296295507960164000	1083147584	-1	"#Guncontrol and its roots to #racism against African Americans in the United States: http://t.co/tehOm921 #NRA #SecondAmendment #LNYHBT"	"i"	"http://t.co/tehOm921"	1/29/2013 11:35	"nra"	0
296298088400818000	738854894	-1	"@piersmorgan @nytimes True or False, @BarackObama supported the arming of the rebels to fight their governments? #GunControl"	"c"		1/29/2013 11:45	"guncontrol"	0
296304654357245000	416470950	-1	"#FuckTheGovernment and their #GunControl http://t.co/3kn21roS"	"i"	"http://t.co/3kn21roS"	1/29/2013 12:11	"guncontrol"	0
296313385539227000	16265835	354593769	"RT @RBruceMorgan: @perfectsliders #obama does seem to like the Muslim Brotherhood, and he sure supports them every chance he gets. It is ..."	"c"		1/29/2013 12:46	"Obama"	1
296314589946204000	839357312	17967737	"RT @ccpa: BC tax reform could also do this: #bcpoli #taxes http://t.co/vfo1JVC2"	"i"	"http://t.co/vfo1JVC2"	1/29/2013 12:51	"taxes"	11
296317300267700000	787869894	-1	"Gun Dialogue 11 - Teenager: I just want to feel! #tcot #tlot #guncontrol #NRA"	"c"		1/29/2013 13:02	"nra"	0
296341557081174000	1066284541	1917731	"RT @thehill: #NRA chief to call for ‘immediate blanket’ of armed school security http://t.co/DX0RBTx0"	"i"	"http://t.co/DX0RBTx0"	1/29/2013 14:38	"nra"	11
296343560318509000	300929679	-1	"Ten Myths and Realities About Mass Murders and Gun Control | Psychology Today http://t.co/VJL5JTUl #NRA"	"i"	"http://t.co/VJL5JTUl"	1/29/2013 14:46	"nra"	0
296355441766719000	285176380	541769845	"RT @chicagoarms: #NRA #2A Please Attend U.S. Senate Gun Control Hearing Tomorrow!  Show Your Support for The Second Amendment and NRA... ..."	"i"		1/29/2013 15:33	"nra"	1
296360038891675000	97910289	16583468	"RT @RepMikeHonda: Proud President #Obama called for family reunification, regardless of orientation, in #immigration reform http://t.co/ ..."	"i"	"http://t.co/"	1/29/2013 15:51	"Obama"	24
296366116480102000	399665589	-1	"We need comprehensive #immigration reform for our families! Tell #Congress: support a pathway to citizenship! http://t.co/a6bkc5pX"	"i"	"http://t.co/a6bkc5pX"	1/29/2013 16:16	"congress"	0
296372719870689000	115390752	-1	"Email to #Obama: Let's Get Going On Gun Control: Start with the simple basic idea of universal ... http://t.co/i3cLOFC6 #Dems #GOP #tlot"	"i"	"http://t.co/i3cLOFC6"	1/29/2013 16:42	"Obama"	0
296375378971332000	1128691873	-1	"Obama's immigration plan -- what do you think?\
http://t.co/4xObo6Mh\
\
In any case, we're fans of the headline photo #obama #immigration #usa"	"i"	"http://t.co/4xObo6Mh"	1/29/2013 16:52	"Obama"	0
296404057491398000	25596383	-1	"We need comprehensive #immigration reform for our families! Tell #Congress: support a pathway to citizenship! http://t.co/FjljsKHS"	"i"	"http://t.co/FjljsKHS"	1/29/2013 18:46	"congress"	0
296420558969634000	215163102	-1	"Did they fight and die for the right to hunt?\
\
#guncontrol #NRA #gunrights #tyranny #tgdn http://t.co/qiJYHUl7"	"i"	"http://t.co/qiJYHUl7"	1/29/2013 19:52	"gunrights"	3
296709222446551000	20479155	-1	"Green Berets: Letter About Semi-Automatic Weapons Goes Viral http://t.co/g0vfawJU via @theinquisitr #nra #tcot #preppertalk #gunrights"	"i"	"http://t.co/g0vfawJU"	1/30/2013 14:59	"gunrights"	0
296733192528998000	34790265	-1	"I feel bad for Rudy if he does get traded to Toronto. Not because he'd go from a winning team to a losing one, but because of #taxes"	"c"		1/30/2013 16:34	"taxes"	1
296796337641492000	1053453199	-1	"Update on Raleigh Gun Show ND #BlockObama #gunrights http://t.co/o2KLAFwY"	"i"	"http://t.co/o2KLAFwY"	1/30/2013 20:45	"gunrights"	0
296825571768410000	354374155	-1	"Me B4 Work --> Y'all Dnt Even Wanna See My After Work Pic .. Today Was HECTIC!! #Crazy #Ppl #Taxes #TaxTime http://t.co/wDbaJJHf"	"c"	"http://t.co/wDbaJJHf"	1/30/2013 22:41	"taxes"	0
296843975929769000	89142444	-1	"and then the humour about Owl G's PM candidature reached the DOG! #Congress #Dog http://t.co/DTjZZNDU"	"i"	"http://t.co/DTjZZNDU"	1/30/2013 23:54	"congress"	0
297029186881732000	71033362	-1	"IRS Instructions for Form W-2 for 2012  - http://t.co/xaGbx62H What to do with your W2? #taxes #w2 #irs It's Tax Season!"	"i"	"http://t.co/xaGbx62H"	1/31/2013 12:10	"taxes"	0
297051384447131000	473279639	-1	"Kentucky Sheriff Warns of New Revolution if Guns Are Taken: http://t.co/ctLH0BDB #2a #gunrights #nra #goa #resist44 #teaparty #ccot #nobama"	"i"	"http://t.co/ctLH0BDB"	1/31/2013 13:39	"gunrights"	1
297174066740199000	33336675	-1	"Please share w/friends & family. Easy common sense explanation of Federal spending #tcot #teaparty #debt #taxes http://t.co/XWzXYWES"	"i"	"http://t.co/XWzXYWES"	1/31/2013 21:46	"taxes"	2
297351540463775000	44923479	-1	"@VotingFemale @nra Have you read @JoshuaFlashman s proposal for the #28thAmendment? https://t.co/y8CfBo0L #SecondAmendment #gunrights #NRA"	"i"	"https://t.co/y8CfBo0L"	2/1/2013 9:31	"gunrights"	0
297374224153194000	22939613	-1	"More manure from #Congress...> MT @KUNC Farm Bill Extension Doesn't Sit Well With #Organic Farmers http://t.co/6Yo4GMnF"	"i"	"http://t.co/6Yo4GMnF"	2/1/2013 11:01	"congress"	0
297429142436200000	532474436	136337303	"RT @NoLabelsOrg: #NoBudgetNoPay made it through both houses of #Congress. Now it just needs @BarackObama’s signature: http://t.co/rzWuGM ..."	"i"	"http://t.co/rzWuGM"	2/1/2013 14:40	"congress"	21
297463802084085000	591404753	-1	"those h&r block commercials really touch my heart. #taxes"	"c"		2/1/2013 16:57	"taxes"	0
297465862296842000	739433478	285681923	"RT @everymomcounts: Join #EMC in asking female members of #Congress 2 keep #women & #girls @ heart of their work. Sign #petition her ..."	"c"		2/1/2013 17:06	"congress"	2
297545518521913000	12879822	122258041	"RT @CTurlington: Join #EMC in asking female members of #Congress 2 keep #women & #girls @ heart of their work. Sign #petition here h ..."	"i"		2/1/2013 22:22	"congress"	9
297664844797206000	58137095	-1	"@atulkadhyan @Meenu_71 @sharadnirvana #congress What happened in '09 in Orissa !"	"c"		2/2/2013 6:16	"congress"	0
297762906093793000	19930357	-1	"@MarshaBlackburn really you want The President to nvite to Camp David?  What a joke. Focus on passong gun control. #guncontrol"	"c"		2/2/2013 12:46	"guncontrol"	0
297774348545183000	227832849	-1	"Red List Radio Podcast #107 http://t.co/WlMJJGSH #Teslatechnology #EricDollard #Ionosphere #DARPA #GunControl #AssaultWeapons @Anonyphant"	"i"	"http://t.co/WlMJJGSH"	2/2/2013 13:31	"guncontrol"	2
297800759507038000	33256849	-1	"The #NRA's massive flip-flip on guns in schools. 1999 wasn't that long ago... #p2 #tcot #guncontrol #Newtown #NoMoreNRA http://t.co/7y9XfH8r"	"i"	"http://t.co/7y9XfH8r"	2/2/2013 15:16	"guncontrol"	31
297836325137158000	20967262	-1	"My pres!   #Skeet #skeet #guncontrol http://t.co/Smg8qp1e"	"i"	"http://t.co/Smg8qp1e"	2/2/2013 17:38	"guncontrol"	0
297844938513715000	26773353	865975208	"RT @tccandys: Good to see Rambo Stallone backing #guncontrol 'Who ...needs an assault weapon!' http://t.co/mOpdbwtL … #NRA #Newton @tccandys"	"i"	"http://t.co/mOpdbwtL"	2/2/2013 18:12	"guncontrol"	3
297882333963489000	537590658	-1	"“@ArcticFox2016: Photo of #Obama firing shotgun called a fraud http://t.co/c5bVt9vR #tcot #gop #teaparty #nra”So what !!"	"i"	"http://t.co/c5bVt9vR"	2/2/2013 20:40	"nra"	0
297898731666276000	266963111	83455758	"RT @LibertyBleeds: If liberals choose to carry scissors, that’s fine. I prefer my Super Redhawk and AR-15. #NRA #2ndAmendment"	"c"		2/2/2013 21:46	"nra"	6
297946560128491000	23195603	-1	"RT @TownhallColumns: Thoughts on “Assault Weapons” and “Magazine Limits” from an Actual Gun Expert http://t.co/daHwFuev #NRA #LNYHBT #TGDN"	"i"	"http://t.co/daHwFuev"	2/3/2013 0:56	"nra"	1
297970590202077000	237827389	-1	"RIP Chris Kyle. This country is still paying the price for a stupid war. #tcot #tlot #NRA #Teaparty"	"c"		2/3/2013 2:31	"nra"	0
298049953551495000	291336460	-1	"Britain offers model of gun control efforts http://t.co/f6EGTcpd #GunsKillPeople #Newtown #2nd #NRA #NoWayNRA"	"i"	"http://t.co/f6EGTcpd"	2/3/2013 7:47	"nra"	2
298057622723117000	19365750	-1	"#Illinois concealed carry law gun rights victory http://t.co/MIZZm50Z #GunRights #2ndAmendment #nra #ProGun #tcot #TGDN #AWB2013 #teaparty"	"i"	"http://t.co/MIZZm50Z"	2/3/2013 8:17	"gunrights"	0
298080232483721000	18104557	417388541	"RT @nf3l: Ain't NOBODY got TIME for THAT!! \
\
The TRUTH behind OBAMA & his love of GUNS!!\
\
#RedNationRising #NRA  #TGDN #tcot http:// ..."	"i"		2/3/2013 9:47	"nra"	17
298105394906161000	60463945	-1	"Police Chiefs all across the nation should be doing this to fend off federal tyranny http://t.co/RoL9cFgI #NRA"	"i"	"http://t.co/RoL9cFgI"	2/3/2013 11:27	"nra"	0
298122819722690000	257983463	-1	"We are the 99.9% .... who own guns and have never hurt or killed anyone.  #NRA"	"c"		2/3/2013 12:36	"nra"	1
298125091701665000	817536720	96823343	"RT @Politicolnews: Wayne LaPierre, Rush Limbaugh, Ted Nugent -All Draft Dodgers. Some patriots. #p2 #uniteblue #NRA #GunLaws"	"c"		2/3/2013 12:45	"nra"	17
298133488127860000	1145665530	-1	"The Left is wrong about #guns because #nra has an inept analogy instead of actual evidence. #tcot #ocra #tgdn #twisters #breitbart #war #p2"	"c"		2/3/2013 13:18	"nra"	2
298148011421335000	1033941859	-1	"Nutnfancy: CTA URGENT: Contact Judiciary Committee: http://t.co/nQ3Z3JOb via @Nutnfancy #nutnfancy #guncontrol #2A #AWB2013"	"i"	"http://t.co/nQ3Z3JOb"	2/3/2013 14:16	"guncontrol"	0
298148170309967000	198127132	-1	"#NRA #2A #tcot http://t.co/RY0nIkIB"	"i"	"http://t.co/RY0nIkIB"	2/3/2013 14:17	"nra"	0
298168648256851000	238304539	45156531	"RT @VotingFemale: Obama: See ME do skeet shoot: http://t.co/KxKlPmwo And... I *ORDER* you not to PhotoShop it & mock me! #GRRR #NRA  ..."	"i"	"http://t.co/KxKlPmwo"	2/3/2013 15:38	"nra"	7
298169632492253000	500825161	312149882	"RT @Chris_1791: Boycott everything @groupon Don’t care to use the services of a business prejudiced towards my right to defense. #TGDN #NRA"	"c"		2/3/2013 15:42	"nra"	4
298175324208910000	248076573	35862271	"RT @tutticontenti: Every member of #Congress should take an immediate 50% cut in pay until the fiscal crisis they created has been resolved."	"c"		2/3/2013 16:05	"congress"	8
298186679305502000	39029247	-1	"Enjoyed President #Obama interview on #CBS' 'The Super Bowl Sunday' pregame show. #49ers vs #Ravens > http://t.co/vLynsLE5 kh #SuperBowl NFL"	"i"	"http://t.co/vLynsLE5"	2/3/2013 16:50	"Obama"	0
298188527202603000	118764906	-1	"Since Obama goes skeet shooting all the time, maybe he will go shooting with Dick Cheney. #gunrights #nra"	"c"		2/3/2013 16:57	"gunrights"	2
298216853300461000	855654883	312149882	"RT @Chris_1791: Found some real pics of Obama. Combining pop culture with the presidency — “What’s Up, Barack?”: #NRA #TGDN #tcot http:/ ..."	"i"		2/3/2013 18:50	"nra"	4
298217668664778000	885176024	1042144717	"RT @2ndAmendmentNow: #Baltimore #GunOwners - Stand & Fight with the #NRA FEB 6 for YOUR RIGHTS! Watch http://t.co/9E4cE6gY  JOIN US  ..."	"i"	"http://t.co/9E4cE6gY"	2/3/2013 18:53	"nra"	2
298236510111662000	356945641	20791372	"RT @ACLJ: #Obama's #abortion-pill violates #ReligiousLiberty http://t.co/5AzUaOIP Supporters of #HHSMandate don't think so. Find out why ..."	"i"	"http://t.co/5AzUaOIP"	2/3/2013 20:08	"Obama"	8
298243414930124000	423965903	-1	"#lmao the #thirstisreal #thirsty #beyonce #obama #tagforlikes #datass http://t.co/iNdN6nfa"	"c"	"http://t.co/iNdN6nfa"	2/3/2013 20:35	"Obama"	0
298245760540106000	64490112	-1	"Someone will blame Obama for the power outage. #SuperBowlSunday #NRA #tcot"	"c"		2/3/2013 20:45	"nra"	0
298249529466179000	170087243	-1	"The government knocked the power out #guncontrol #Illuminati"	"c"		2/3/2013 21:00	"guncontrol"	0
298249700124020000	44377833	218027755	"RT @TheTeaParty_net: Stadium power outage at the #SuperBowl?  What's wrong, aren't all of #Obama's windmills working?"	"c"		2/3/2013 21:00	"Obama"	28
298267073468039000	16151837	43969372	"RT @worldnetdaily: Why is government stockpiling guns, ammo? http://t.co/5pdTtqhC \
J. Farah examines #Obama plan for 'civilian national  ..."	"i"	"http://t.co/5pdTtqhC"	2/3/2013 22:09	"Obama"	25
298318086858240000	295640455	-1	"#AnaLama - Saudi preacher gets fine and short jail term for raping and killing daughter — RT http://t.co/kj2jVVz9 via @RT_com"	"i"	"http://t.co/kj2jVVz9"	2/4/2013 1:32	"AnaLama"	2
298320393234702000	1147204116	-1	"#DontBeMadAtMeBecause I LOVE #MERICA UNLIKE THAT DAMN BLACK BOY #OBAMA MERICA MERICA #USA"	"c"		2/4/2013 1:41	"Obama"	0
298403581327974000	279858496	61804416	"RT @preciousliberty: 256 Sheriffs Saying 'NO' to Obama #Gun Control http://t.co/nSEhiLZn #teaparty #nra #twisters #tlot #women #libertar ..."	"i"	"http://t.co/nSEhiLZn"	2/4/2013 7:12	"nra"	3
298413007816503000	597733775	-1	"Every responsible gun owner should be a member of the #NRA ! I you aren't you are part of the problem...Join Now !  @NRA for Life !"	"c"		2/4/2013 7:49	"nra"	1
298415177655803000	414723372	45510215	"RT @antloewenstein: #Obama gives himself power to pre-emptively attack country/entity with cyber-attack http://t.co/MSVS6cw7 @ReubenBran ..."	"i"	"http://t.co/MSVS6cw7"	2/4/2013 7:58	"Obama"	6
298418314470903000	142911654	-1	"#Obama = doing everything except fixing the economy. I personally would rather not be poor and jobless then worry about the #gun bullcrap!"	"c"		2/4/2013 8:10	"Obama"	0
298423492179800000	18814491	-1	"With #guncontrol, don't repeat mistakes of #warondrugs, says @Inimai in @thenation http://t.co/gVoAewcf"	"i"	"http://t.co/gVoAewcf"	2/4/2013 8:31	"guncontrol"	0
298437805674217000	880929488	350607944	"RT @I_Am_Change_USA: This is true. #wtf #GunControl http://t.co/3wN0UhnN"	"i"	"http://t.co/3wN0UhnN"	2/4/2013 9:28	"guncontrol"	51
298473695897346000	45156531	-1	"Why do Liberal Politicians hate lawful gun owners so much? Answer: Doesn't every Tyrant? #GunRights #NRA #TGDN #rap #p2 #tcot"	"c"		2/4/2013 11:50	"nra"	4
298485009801691000	16190045	-1	".@SpudIslander35 .@SpeakerBoehner  I believe all spending originates in #CONGRESS ~ .@whitehouse"	"c"		2/4/2013 12:35	"congress"	0
298486563267039000	388881527	-1	"#Lol #Obama #Ford #Saying  #Follow #followback #Like #Now #Jk http://t.co/lk0YXBEs"	"c"	"http://t.co/lk0YXBEs"	2/4/2013 12:41	"Obama"	0
298487012913209000	49707416	-1	"Sonia Gandhi official letter regarding Sri Lanka issue with Tamils. #Congress #Tamils #NAC #India http://t.co/LH5WtKnp"	"i"	"http://t.co/LH5WtKnp"	2/4/2013 12:43	"congress"	3
298504184054050000	537582988	52151324	"RT @Greenlining: Latest on @HuffPost: Race and #Obama's 2nd Term. Our question: Why does America try hard not to talk about #race? http: ..."	"i"		2/4/2013 13:51	"Obama"	2
298506774439415000	1065121885	-1	"Who's firing a semi-auto? #2A #2ndAmendment #guncontrol #POTUS http://t.co/2yNBiiUl"	"c"	"http://t.co/2yNBiiUl"	2/4/2013 14:02	"guncontrol"	0
298514823451406000	436202962	-1	"#AnaLama This monster does not deserve any mercy, Saudi Arabian barbaric laws need a drastic change. http://t.co/FfiXMuHL"	"i"	"http://t.co/FfiXMuHL"	2/4/2013 14:34	"AnaLama"	7
298528320348381000	75436954	-1	"Antigun police and politicians take the oath to uphold the Constitution with their fingers crossed. #NRA #TCOT #LNYHBT #REDEYE"	"c"		2/4/2013 15:27	"nra"	1
298546814423031000	155982065	-1	"@BarackObama I love you! Stand for something or fall for anything. #minneapolis #gunsafety #guncontrol"	"c"		2/4/2013 16:41	"guncontrol"	0
298552233119846000	810188683	-1	"And why is DHS stockpiling ammo instead of scissors?\
#GunControl #NRA http://t.co/E1OJ14uZ"	"i"	"http://t.co/E1OJ14uZ"	2/4/2013 17:02	"nra"	0
298571802664394000	80040157	23380149	"RT @robertropars: Despite the #NRA & the Ultra-Right Most Americans Favor #Gun #Controls http://t.co/wpew7I0n #UniteBlue"	"i"	"http://t.co/wpew7I0n"	2/4/2013 18:20	"nra"	1
298595674503663000	76237185	-1	"#ICouldHaveBeenARepublicanBut im not preparing to defend myself against a \tyrannical\"" government. #GunsKillPeople #NRA #AssaultWeaponsBan"""	"c"		2/4/2013 19:55	"nra"	0
298602146495098000	19213470	-1	"RT @TheLewisFlyer Journalists Should Defend Whistle-Blowers http://t.co/kKGJf1VU || They serve the debt-as-money oligarchs. #teaparty #NRA"	"i"	"http://t.co/kKGJf1VU"	2/4/2013 20:21	"nra"	0
298605026555858000	1080994465	-1	"#tcot #RedNationRising #gunrights http://t.co/fCDeKRZD"	"i"	"http://t.co/fCDeKRZD"	2/4/2013 20:32	"gunrights"	0
298612418446237000	38019986	16476132	"RT @DianeSymons: #TweetEquine c #Britain health official confirm #bute now entered #food chain #America must get to there #Congress ban  ..."	"c"		2/4/2013 21:02	"congress"	1
298618125274980000	86715144	-1	"@BrookeBCNN all that feel good legislation #freedom #guncontrol"	"c"		2/4/2013 21:24	"guncontrol"	0
298618407161573000	48959778	-1	"#Ahmadinejad to meet with top #Sunni cleric in #Cairo. http://t.co/jkkC6M8M #Egypt #Israel #Turkey #France @ajenglish @bbc #Morsi #Obama"	"i"	"http://t.co/jkkC6M8M"	2/4/2013 21:25	"Obama"	0
298632292308508000	51755326	136986466	"RT @EveVawter: In Saudi Arabia, You Can Pay $50,000 Blood Money In Exchange For Raping Your Child To Death  - http://t.co/9zTmzpam #AnaLama"	"i"	"http://t.co/9zTmzpam"	2/4/2013 22:21	"AnaLama"	20
298632348562497000	7962452	245689692	"RT @RWwatchMA: The #NRA sells the fear that sells the gun. Support background checks. Ban new sales of military-style assault weapons #m ..."	"c"		2/4/2013 22:21	"nra"	3
298636377589968000	89028793	28273116	"RT @joyreaper: @seanhannity Universal background checks= universal registry= universal confiscation! (Ann Coulter) #NRA #GunControl #LNYHBT"	"c"		2/4/2013 22:37	"nra"	11
298641424558219000	17967986	2836421	"RT @msnbc: How does #Obama justify #dronestrikes against Americans? Here's the secret Justice Dept memo with the legal reasoning: http:/ ..."	"i"		2/4/2013 22:57	"Obama"	26
