tweet_id	source_user_id	rt_user_id	tweet	website	tweet_time	hash_tag	raw_retweet_count	direct_reply	inf_conv	num_people	num_orgs	num_locs
2.93451E+17	16981607	-1	TheTiny Dot  http://t.co/OzvjhIwd  #fiscalcliff #tax #irs #fed	http://t.co/OzvjhIwd	1/21/2013 15:11	FiscalCliff	0	0	N	0	0	0
2.93452E+17	460703607	-1	Take the bus off the damn cliff and get it over with. #Fiscalcliff There will be more posts comming from @thinkoutofboxe anual symposium		1/21/2013 15:15	FiscalCliff	0	0	C	0	0	0
2.93452E+17	22655150	-1	Did the #fiscalcliff ever really scare you as a #smallbiz owner? Many still optimistic... http://t.co/7EluAdJD #SMB #entrepreneurs	http://t.co/7EluAdJD	1/21/2013 15:15	FiscalCliff	1	0	C	0	0	0
2.93453E+17	794937187	22655150	RT @RhondaAbrams: Did the #fiscalcliff ever really scare you as a #smallbiz owner? Many still optimistic... http://t.co/7EluAdJD #SMB #e ...	http://t.co/7EluAdJD	1/21/2013 15:20	FiscalCliff	1	0	C	0	0	0
2.93453E+17	408925088	-1	IRS offers details on IRA provisions of fiscal cliff deal http://t.co/LBFHhLE6 - via @finplan #IRA #fiscalcliff	http://t.co/LBFHhLE6	1/21/2013 15:22	FiscalCliff	0	0	I	0	2	0
2.93454E+17	178960733	-1	Congress' #fiscalcliff deal = $10 of tax increases for every $1 in spending cuts. INCREASING spending by $330 BILLION!		1/21/2013 15:25	FiscalCliff	0	0	I	0	1	0
2.93455E+17	876725977	-1	@JoeNBC remind me what he compromised on during #fiscalcliff talks?  Oh, nothing.  Press will never keep him honest.  He has you, Joe.		1/21/2013 15:28	FiscalCliff	0	1	C	1	0	0
2.93455E+17	262116127	-1	#obama has moved us forward alright! Right to the edge of the #fiscalcliff that STILL exist. Radical #dems want us over the edge->to marxism		1/21/2013 15:29	FiscalCliff	0	0	C	0	0	0
2.93456E+17	16981607	-1	IRS Insider Joe Banister Exposes Federal Reserve Coup and IRS Fraud http://t.co/PHLjDdnc #fiscalcliff #tax #irs #fed	http://t.co/PHLjDdnc	1/21/2013 15:30	FiscalCliff	0	0	I	0	2	0
2.93456E+17	876725977	-1	@Steele_Michael @HuntsmanAbby Remind me, what did Dems compromise on during #fiscalcliff? Obama's #absolutism = anybody who disagrees w me.		1/21/2013 15:31	FiscalCliff	0	1	I	1	0	0
2.93459E+17	20073434	-1	#FiscalCliff deal will shave 1% to 1.75% off economic growth this year, due to cuts... we can't afford even more cuts! http://t.co/bMiLdRiC	http://t.co/bMiLdRiC	1/21/2013 15:45	FiscalCliff	0	0	I	0	0	0
2.9346E+17	36257012	-1	"Smaller Payday Trims Workersﾒ Splurges as U.S. Tax Breaks Expire http://t.co/saGOcprT\
#ADP #fiscalcliff #payroll #tax"	http://t.co/saGOcprT	1/21/2013 15:46	FiscalCliff	0	0	I	0	0	1
2.93462E+17	401230417	-1	GOP Clamors To Reduce All Budgets Except Defense and Their Own http://t.co/WPxoAGnd #FiscalCliff #p2 #tcot #tlot	http://t.co/WPxoAGnd	1/21/2013 15:56	FiscalCliff	0	0	I	0	1	0
2.93463E+17	805224049	-1	Eric Cantor's Priceless Reaction To Obama's Inaugural Poem (WTF?) http://t.co/9ANB1M5u  #tgdn #tcot #Nra #fiscalCliff @ericcantor	http://t.co/9ANB1M5u	1/21/2013 15:58	FiscalCliff	1	0	C	1	0	1
2.93463E+17	191623603	-1	Excellent interview w/ Michael Hudson earlier in Jan @DISSECTOREVENTS, http://t.co/dPMZnHqb #fiscalcliff redux #obama	http://t.co/dPMZnHqb	1/21/2013 16:00	FiscalCliff	0	0	C	1	0	0
2.93465E+17	10631222	-1	11 ways avoiding the #fiscalcliff is good news for the #housing industry (for now): http://t.co/k0i8mdXQ. (Via @HousingZone)	http://t.co/k0i8mdXQ	1/21/2013 16:06	FiscalCliff	1	0	I	0	0	0
2.93466E+17	160798206	-1	ﾑProgress on the Road to Fiscal Stabilityﾒ http://t.co/nduCR93U looking at the New Yearﾒs Day deal on the #fiscalcliff	http://t.co/nduCR93U	1/21/2013 16:10	FiscalCliff	0	0	I	0	0	1
2.93466E+17	18258975	-1	@WTOP @aliciavlozano Retail therapy? You should be watching your pennies. 800K in DC soon to be out of work. #sequestration #fiscalcliff		1/21/2013 16:11	FiscalCliff	0	1	C	0	1	0
2.93473E+17	14943941	-1	Webinar 2/12: Using real-time metrics to mitigate brand crisis- #fiscalcliff Case Study, 3 time zones: http://t.co/KJyyW2kt #fiscalcliffdata	http://t.co/KJyyW2kt	1/21/2013 16:38	FiscalCliff	1	0	I	0	0	0
2.93475E+17	634044392	-1	@Boredgeoisie and the #fiscalcliff so the world economy doesn't falter, again. #miserabletweet		1/21/2013 16:48	FiscalCliff	0	1	C	1	0	0
2.93475E+17	14120729	14943941	RT @SDLsocial: Webinar 2/12: Using real-time metrics to mitigate brand crisis- #fiscalcliff Case Study, 3 time zones: http://t.co/KJyyW2 ...	http://t.co/KJyyW2	1/21/2013 16:48	FiscalCliff	1	0	I	0	0	0
2.93476E+17	104950165	10631222	RT @IMREBuildIQ: 11 ways avoiding the #fiscalcliff is good news for the #housing industry (for now): http://t.co/k0i8mdXQ. (Via @Housing ...	http://t.co/k0i8mdXQ	1/21/2013 16:50	FiscalCliff	1	0	I	0	0	0
2.93485E+17	291344593	-1	Reid's budget: new entitlement spending and tax hikes.  Accuse GOP of cruelty when they cut spending.  #fiscalcliff #GOP #tcot #taxes		1/21/2013 17:26	FiscalCliff	0	0	C	1	1	0
2.93486E+17	195889736	-1	Concerned re pending #FiscalCliff in the US? Tomorrow we discuss capital optimization strategies: #EY_FiscalCliff http://t.co/vjl7wFCD	http://t.co/vjl7wFCD	1/21/2013 17:33	FiscalCliff	0	0	I	0	0	1
2.93487E+17	1055974632	-1	@BuzzFeedAndrew @ByronTau more spectators last time around. I barely tuned in. I am disappointed in the #fiscalcliff and #2ndamend treatment		1/21/2013 17:36	FiscalCliff	0	1	C	0	0	0
2.93495E+17	14976838	-1	Another #fiscalcliff means clean air, water and public health face major threats. Stand up to Congress now: http://t.co/31gZrXe7 via @NRDC	http://t.co/31gZrXe7	1/21/2013 18:06	FiscalCliff	1	0	C	0	2	0
2.93496E+17	16476132	14976838	RT @MIDKNIGHT6: Another #fiscalcliff means clean air, water and public health face major threats. Stand up to Congress now: http://t.co/ ...	http://t.co/	1/21/2013 18:12	FiscalCliff	1	0	C	0	1	0
2.93497E+17	1093095140	-1	"HOPE DIMS FOR A BIG DEAL ON FISCAL CLIFF- Reference to \dimming hope\"" omits- The basic problem DIMMING WITS. #fiscalcliff #finance"""		1/21/2013 18:13	FiscalCliff	0	0	C	0	0	0
2.93498E+17	1093095140	-1	MARKETS CALM DESPITE LOOMING FISCAL CLIFF- What this story fails to inform? This is the calm before the storm. #fiscalcliff		1/21/2013 18:18	FiscalCliff	0	0	C	0	0	0
2.93498E+17	1093095140	-1	HOUSE FACES TOUGH VOTE ON FISCAL CLIFF DEAL - Hold your nose. Close your eyes.- Take the deal. Join the AYES. #fiscalcliff		1/21/2013 18:19	FiscalCliff	0	0	C	0	1	0
2.935E+17	263857777	95506425	RT @BGOV: @BarackObama begins 2nd term with many battles carried over from his first term #fiscalcliff, #debtceiling, #hcr, #doddfrank		1/21/2013 18:28	FiscalCliff	2	0	I	1	0	0
2.93501E+17	38365164	95506425	RT @BGOV: @BarackObama begins 2nd term with many battles carried over from his first term #fiscalcliff, #debtceiling, #hcr, #doddfrank		1/21/2013 18:29	FiscalCliff	2	0	I	1	0	0
2.93509E+17	331877987	-1	Our Chief Economist is on a whirlwind tour of APAC for the next few wks. On his agenda? The #fiscalcliff and Chinaﾒs #hardlanding.		1/21/2013 19:01	FiscalCliff	2	0	I	0	1	1
2.93509E+17	834186926	331877987	RT @StateStreet: Our Chief Economist is on a whirlwind tour of APAC for the next few wks. On his agenda? The #fiscalcliff and Chinaﾒs #h ...		1/21/2013 19:01	FiscalCliff	2	0	I	0	1	1
2.93511E+17	16101049	-1	RT @sdlsocial: Webinar 2/12: Using real-time metrics to mitigate brand crisis- #fiscalcliff Case Study, 3 time zones: http://t.co/5zEsMPX6	http://t.co/5zEsMPX6	1/21/2013 19:10	FiscalCliff	0	0	I	0	0	0
2.93512E+17	103684208	38737676	RT @cspanannie: US Senate just convened. Sen. Reid expects work on exec. nominations while it waits for House to act on #fiscalcliff &am ...		1/21/2013 19:13	FiscalCliff	20	0	I	1	2	1
2.93512E+17	20073434	-1	We can't afford more #austerity! #SpendingCuts in #FiscalCliff deal will already slow US growth by 1-1.75% this yr http://t.co/bMiLdRiC	http://t.co/bMiLdRiC	1/21/2013 19:15	FiscalCliff	1	0	I	0	0	1
2.93512E+17	383930088	20073434	RT @ForEffectiveGov: We can't afford more #austerity! #SpendingCuts in #FiscalCliff deal will already slow US growth by 1-1.75% this yr  ...		1/21/2013 19:16	FiscalCliff	1	0	I	0	0	1
2.93513E+17	248076573	-1	#FiscalCliff My message to President Obama http://t.co/ib2rXX39	http://t.co/ib2rXX39	1/21/2013 19:20	FiscalCliff	0	0	c	0	0	0
2.93514E+17	414158171	331877987	RT @StateStreet: Our Chief Economist is on a whirlwind tour of APAC for the next few wks. On his agenda? The #fiscalcliff and Chinaﾒs #h ...		1/21/2013 19:23	FiscalCliff	2	0	I	0	1	1
2.93516E+17	414003816	-1	Obama's #FiscalCliff $1Trillion annual deficits until he bankrupts the USA in a few years #PJNET http://t.co/BX2b6Ek3	http://t.co/BX2b6Ek3	1/21/2013 19:31	FiscalCliff	2	0	I	0	0	1
2.93516E+17	25698756	414003816	RT @UnPoliticalPrty: Obama's #FiscalCliff $1Trillion annual deficits until he bankrupts the USA in a few years #PJNET http://t.co/BX2b6Ek3	http://t.co/BX2b6Ek3	1/21/2013 19:32	FiscalCliff	2	0	I	0	1	1
2.93517E+17	345043235	-1	Give Obama & the Takers what they want - scorched earth - then we can watch while they eat their own, starting with Obama #tcot #fiscalcliff		1/21/2013 19:35	FiscalCliff	0	0	c	0	1	0
2.9352E+17	19611642	414003816	RT @UnPoliticalPrty: Obama's #FiscalCliff $1Trillion annual deficits until he bankrupts the USA in a few years #PJNET http://t.co/BX2b6Ek3	http://t.co/BX2b6Ek3	1/21/2013 19:45	FiscalCliff	2	0	I	0	1	1
2.93524E+17	20073434	-1	After #FiscalCliff deal locked 82% of #BushTaxCuts into place, GOP has little incentive to compromise on more #revenue http://t.co/bMiLdRiC	http://t.co/bMiLdRiC	1/21/2013 20:01	FiscalCliff	0	0	I	0	1	0
2.93524E+17	30389172	-1	.@NYTimeskrugman The Big Deal http://t.co/dw0tyGP6 #inaug2013 #ACA #debtceiling #fiscalcliff	http://t.co/dw0tyGP6	1/21/2013 20:01	FiscalCliff	0	0	n	0	0	0
2.93526E+17	370227518	-1	2 hot fudge Sundays cost me 25 god damn American dollars. #fiscalcliff #econdepression @KevinSullivan27 @JJooris19 @LeBronsal		1/21/2013 20:09	FiscalCliff	0	0	c	0	0	0
2.93526E+17	345759744	-1	Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. #WTFcongress #tgdn #p2		1/21/2013 20:09	FiscalCliff	3	0	c	0	2	0
2.93526E+17	143574291	345759744	RT @jeffjotoole: Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. # ...		1/21/2013 20:10	FiscalCliff	3	0	c	0	2	0
2.93528E+17	345759744	-1	When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. #WTFcongress		1/21/2013 20:18	FiscalCliff	8	0	c	1	0	0
2.93528E+17	20981701	345759744	RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...		1/21/2013 20:19	FiscalCliff	8	0	c	1	0	0
2.93528E+17	248024430	345759744	RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...		1/21/2013 20:19	FiscalCliff	8	0	c	1	0	0
2.93528E+17	391200897	345759744	RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...		1/21/2013 20:19	FiscalCliff	8	0	c	1	0	0
2.93528E+17	926494838	345759744	RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...		1/21/2013 20:19	FiscalCliff	8	0	c	1	0	0
2.93528E+17	926315106	345759744	RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...		1/21/2013 20:19	FiscalCliff	8	0	c	1	0	0
2.93528E+17	143574291	345759744	RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...		1/21/2013 20:19	FiscalCliff	8	0	c	1	0	0
2.93528E+17	926531402	-1	RT @jeffjotoole: When Captain Morgan comes out better than most Americans #fiscalcliff deal, your country is pretty much fucked #WTFcongress		1/21/2013 20:20	FiscalCliff	0	0	c	1	0	0
2.93529E+17	513503674	345759744	RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...		1/21/2013 20:20	FiscalCliff	8	0	c	1	0	0
2.93529E+17	546488925	345759744	RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...		1/21/2013 20:23	FiscalCliff	8	0	c	1	0	0
2.93531E+17	20073434	-1	Republicans say that after #FiscalCliff deal, they are not open to any new tax #revenues, even paired w/ spending cuts http://t.co/bMiLdRiC	http://t.co/bMiLdRiC	1/21/2013 20:30	FiscalCliff	0	0	I	0	0	0
2.93533E+17	124853091	872417328	RT @SahanaSivakumar: Obama let's see some big changes this year #inaug2013  #fiscalcliff		1/21/2013 20:39	FiscalCliff	1	0	c	0	0	0
2.93534E+17	459723403	345759744	RT @jeffjotoole: Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. # ...		1/21/2013 20:41	FiscalCliff	3	0	c	0	2	0
2.93534E+17	257959928	345759744	RT @jeffjotoole: Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. # ...		1/21/2013 20:41	FiscalCliff	3	0	c	0	2	0
2.93535E+17	422670345	-1	No one looking forward to the backstretch #fiscalcliff #familynight #welcometohotelzig http://t.co/3NFXTxzG	http://t.co/3NFXTxzG	1/21/2013 20:47	FiscalCliff	0	0	c	0	0	0
2.9354E+17	361511378	-1	Here's hoping that someday we'll forget about terms like #fiscalcliff and #debtceiling. Ix-nay on the fear-mongering, please.		1/21/2013 21:04	FiscalCliff	0	0	c	0	0	0
2.9354E+17	735987751	-1	@CommeLaProvince Having a surplus of street cred doesn't mean you get to go on a spending spree. #recession #fiscalcliff		1/21/2013 21:05	FiscalCliff	0	1	c	0	0	0
2.93545E+17	402957265	-1	@RayEvernham no but I can guarantee it was #toodamnmuch #fiscalcliff #trillionsinnationaldebt		1/21/2013 21:26	FiscalCliff	0	1	c	0	0	0
2.93547E+17	33029588	-1	we speakin' thrifty. aaaand she said fiscal fingerz. you got gems tonight skane3 gems! #fiscalcliff #thrift http://t.co/EQzAUL0q	http://t.co/EQzAUL0q	1/21/2013 21:33	FiscalCliff	0	0	c	0	0	0
2.93552E+17	31471559	-1	It's been 1,364 days since Democrats in the #Senate have passed a budget. #fiscalcliff #Fact #fail #Inauguration2013 #congress		1/21/2013 21:54	FiscalCliff	0	0	I	0	1	0
2.93553E+17	31471559	-1	@senatorreid It's been 1,364 days since Democrats in the #Senate have passed a budget. #fiscalcliff #Fact #fail #Inauguration2013 #congress		1/21/2013 21:58	FiscalCliff	0	1	I	0	1	0
2.93554E+17	1046019913	620298978	RT @FixtheDebt: While we've avoided the #fiscalcliff, there are still many fiscal speed bumps down the road: http://t.co/k5eEkTs6	http://t.co/k5eEkTs6	1/21/2013 22:00	FiscalCliff	6	0	I	0	0	0
2.93556E+17	19015957	-1	#ObamaZombies Walk without purpose over the #Fiscalcliff		1/21/2013 22:08	FiscalCliff	0	0	c	0	0	0
2.93559E+17	58324611	-1	While The Fiscal Cliff Keeps You Distracted, The AMT Will Rob You Blind - Forbes http://t.co/gHxnB5E5  #FiscalCliff	http://t.co/gHxnB5E5	1/21/2013 22:21	FiscalCliff	0	0	c	2	0	0
2.9356E+17	420613573	-1	Business forum: #Debtceiling dangers. http://t.co/kgZmcmGs #economy #FiscalCliff #financial #markets #business	http://t.co/kgZmcmGs	1/21/2013 22:24	FiscalCliff	0	0	n	0	0	0
2.93561E+17	18248403	-1	On THCB Now: @NCPA's John Goodman on #Obamacare's #fiscalcliff: http://t.co/kLmPlPMG	http://t.co/kLmPlPMG	1/21/2013 22:28	FiscalCliff	0	0	n	1	1	0
2.93565E+17	403829876	655093	RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB	http://t.co/zucJxAkB	1/21/2013 22:45	FiscalCliff	408	0	c	0	0	0
2.93567E+17	284794563	655093	RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB	http://t.co/zucJxAkB	1/21/2013 22:53	FiscalCliff	408	0	c	0	0	0
2.93569E+17	17692619	655093	RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB	http://t.co/zucJxAkB	1/21/2013 23:01	FiscalCliff	408	0	c	0	0	0
2.93569E+17	64816476	-1	@JerryYWFN No #Obama didn't win the #FiscalCliff debate. Not even close. @GOP		1/21/2013 23:02	FiscalCliff	0	1	c	0	1	0
2.93569E+17	411119248	655093	RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB	http://t.co/zucJxAkB	1/21/2013 23:02	FiscalCliff	408	0	c	0	0	0
2.93573E+17	64816476	-1	@JerryYWFN The #fiscalcliff thing was about saving lower tax rates, the @GOP basically won the day on that.		1/21/2013 23:18	FiscalCliff	0	1	c	0	1	0
2.93575E+17	16103311	-1	Tick Tock, #fiscalcliff countdown happening again, anyone hearing about anything being done?		1/21/2013 23:26	FiscalCliff	0	0	c	0	0	0
2.93582E+17	625191105	-1	@RealLifeKaz Times hard, people need help!!! #FiscalCliff #CafFish		1/21/2013 23:52	FiscalCliff	0	1	c	0	1	0
2.93587E+17	55038724	-1	#Inaug2013 I will be 21... It's talking about in August 2013 right? #NOBAMA #FiscalCliff		1/22/2013 0:11	FiscalCliff	0	0	c	0	0	0
2.93591E+17	414003816	-1	Obama's #FiscalCliff $1Trillion  annual deficits until he bankrupts the USA in a few years		1/22/2013 0:27	FiscalCliff	1	0	I	0	0	1
2.93592E+17	88071033	414003816	RT @UnPoliticalPrty: Obama's #FiscalCliff $1Trillion  annual deficits until he bankrupts the USA in a few years		1/22/2013 0:30	FiscalCliff	1	0	I	0	1	1
2.93598E+17	71764540	-1	"Holding out for these POGS to appreciate in value.\
#fiscalcliff"		1/22/2013 0:58	FiscalCliff	0	0	c	0	1	0
2.93606E+17	713171522	-1	The #FiscalCliff was scared the market and investors last month. This month, we can see the very clear #JanuaryEffect. I am scared.		1/22/2013 1:27	FiscalCliff	0	0	I	0	0	0
2.93606E+17	427823111	-1	Gotta love this #Obama #GunBan #GunRights #SecondAmendment #GunControl #Immigration #ShitNoOneSays http://t.co/Tqb0MQrE	http://t.co/Tqb0MQrE	1/22/2013 1:30	gunrights	0	0	c	0	0	0
2.93608E+17	27787579	104342107	RT @Gabby_Hoffman: Harvard Study: More Guns, Less Crime http://t.co/Ptl4S4B8 #gunrights	http://t.co/Ptl4S4B8	1/22/2013 1:38	gunrights	50	0	I	0	0	0
2.93608E+17	167621823	-1	@la_hargis #OpSLAM #groupon    #NRA #gunrights #tcot		1/22/2013 1:38	gunrights	0	1	n	0	0	0
2.9361E+17	1053453199	-1	Who Needs an AR-15? http://t.co/8kcoh6C3 #gunrights #nra	http://t.co/8kcoh6C3	1/22/2013 1:45	gunrights	0	0	c	0	0	0
2.93613E+17	365686717	-1	Somebody Picked the Wrong Girl #2ndAmendment #2a #guncontrol #demandaplan #gunrights #obama #inaug2013 #nra #maddow http://t.co/2NSpW7aq	http://t.co/2NSpW7aq	1/22/2013 1:54	gunrights	0	0	c	0	0	0
2.93613E+17	128360486	-1	Recent News: Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/eCPyx6jf	http://t.co/eCPyx6jf	1/22/2013 1:55	gunrights	2	0	c	0	1	0
2.93613E+17	485341505	128360486	RT @CultureKill: Recent News: Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/eCPyx6jf	http://t.co/eCPyx6jf	1/22/2013 1:57	gunrights	2	0	c	0	1	0
2.93618E+17	1053453199	-1	Cops Are Outraged That New York's New Magazine Limit Could Apply to Them http://t.co/eC2iINJo #gunrights #nra	http://t.co/eC2iINJo	1/22/2013 2:15	gunrights	0	0	I	0	0	1
2.93618E+17	541955143	-1	"Did I really just hear that ridiculous woman Alicia Keys sing \Obama's on fire\"" during lavish celebrations?  #fiscalcliff #moneywellspent"""		1/22/2013 2:15	FiscalCliff	0	0	c	1	1	0
2.93621E+17	244288622	-1	#obama stop trying to be like Lincoln. He united a nation that was torn apart. Your still taring this one apart. #gunrights		1/22/2013 2:27	gunrights	0	0	c	1	0	0
2.93626E+17	104695183	-1	$10 clips are now 50 & $30clips are now 150 I knew I should have stocked up I hope everything goes back to normal. #gunrights		1/22/2013 2:46	gunrights	0	0	c	0	0	0
2.93627E+17	161619129	-1	How the #fiscalcliff deal shakes up all things #tax... http://t.co/FD1g3sbC #UStaxpayers #FATCA	http://t.co/FD1g3sbC	1/22/2013 2:50	FiscalCliff	0	0	n	0	1	0
2.93627E+17	15531670	-1	Interesting Straight Talk episode (hosted by @LauralPorter) with @RepSchrader. Strange #FiscalCliff vote explanation... http://t.co/ltCPRO5j	http://t.co/ltCPRO5j	1/22/2013 2:52	FiscalCliff	2	0	C	0	0	0
2.93627E+17	850348448	128360486	RT @CultureKill: Recent News: Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/eCPyx6jf	http://t.co/eCPyx6jf	1/22/2013 2:53	gunrights	2	0	C	0	1	0
2.93628E+17	20659086	15531670	RT @benjaminpollock: Interesting Straight Talk episode (hosted by @LauralPorter) with @RepSchrader. Strange #FiscalCliff vote explanatio ...		1/22/2013 2:55	FiscalCliff	2	0	C	0	0	0
2.93629E+17	1053453199	-1	Rep. Israel Says He's After the Result of 3D Printed Weapons, Not 3D Printing Itself http://t.co/RLeZETWK #gunrights #nra	http://t.co/RLeZETWK	1/22/2013 3:00	gunrights	0	0	I	0	0	1
2.9363E+17	1069380392	-1	"Stand up! \N.Y. gun owners vow to defy new gun laws http://t.co/muMKSkwZ #guns #gunrights #gunbans #guncontrol #SecondAmendment #2A\"""""	http://t.co/muMKSkwZ	1/22/2013 3:05	gunrights	0	0	I	0	0	1
2.93636E+17	285328319	104342107	RT @Gabby_Hoffman: Harvard Study: More Guns, Less Crime http://t.co/Ptl4S4B8 #gunrights	http://t.co/Ptl4S4B8	1/22/2013 3:25	gunrights	50	0	I	0	0	0
2.93637E+17	1053453199	-1	Ray Lewis and Top 10 Sports Curtain Calls http://t.co/xW81fz4x #gunrights #nra	http://t.co/xW81fz4x	1/22/2013 3:30	gunrights	0	0	C	1	0	0
