"tweet_id"	"source_user_id"	"rt_user_id"	"tweet"	"I_c"	"website"	"tweet_time"	"hashtag"	"raw_retweet_count"
293513000000000000	248076573	-1	"#FiscalCliff My message to President Obama http://t.co/ib2rXX39"	1	"http://t.co/ib2rXX39"	1/21/2013 19:20	"FiscalCliff"	0
293514000000000000	414158171	331877987	"RT @StateStreet: Our Chief Economist is on a whirlwind tour of APAC for the next few wks. On his agenda? The #fiscalcliff and ChinaÕs #h ..."	0		1/21/2013 19:23	"FiscalCliff"	2
293516000000000000	414003816	-1	"Obama's #FiscalCliff $1Trillion annual deficits until he bankrupts the USA in a few years #PJNET http://t.co/BX2b6Ek3"	1	"http://t.co/BX2b6Ek3"	1/21/2013 19:31	"FiscalCliff"	2
293516000000000000	25698756	414003816	"RT @UnPoliticalPrty: Obama's #FiscalCliff $1Trillion annual deficits until he bankrupts the USA in a few years #PJNET http://t.co/BX2b6Ek3"	1	"http://t.co/BX2b6Ek3"	1/21/2013 19:32	"FiscalCliff"	2
293517000000000000	345043235	-1	"Give Obama & the Takers what they want - scorched earth - then we can watch while they eat their own, starting with Obama #tcot #fiscalcliff"	1		1/21/2013 19:35	"FiscalCliff"	0
293520000000000000	19611642	414003816	"RT @UnPoliticalPrty: Obama's #FiscalCliff $1Trillion annual deficits until he bankrupts the USA in a few years #PJNET http://t.co/BX2b6Ek3"	1	"http://t.co/BX2b6Ek3"	1/21/2013 19:45	"FiscalCliff"	2
293524000000000000	20073434	-1	"After #FiscalCliff deal locked 82% of #BushTaxCuts into place, GOP has little incentive to compromise on more #revenue http://t.co/bMiLdRiC"	0	"http://t.co/bMiLdRiC"	1/21/2013 20:01	"FiscalCliff"	0
293524000000000000	30389172	-1	".@NYTimeskrugman The Big Deal http://t.co/dw0tyGP6 #inaug2013 #ACA #debtceiling #fiscalcliff"	0	"http://t.co/dw0tyGP6"	1/21/2013 20:01	"FiscalCliff"	0
293526000000000000	370227518	-1	"2 hot fudge Sundays cost me 25 god damn American dollars. #fiscalcliff #econdepression @KevinSullivan27 @JJooris19 @LeBronsal"	1		1/21/2013 20:09	"FiscalCliff"	0
293526000000000000	345759744	-1	"Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. #WTFcongress #tgdn #p2"	1		1/21/2013 20:09	"FiscalCliff"	3
293526000000000000	143574291	345759744	"RT @jeffjotoole: Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. # ..."	1		1/21/2013 20:10	"FiscalCliff"	3
293528000000000000	345759744	-1	"When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. #WTFcongress"	1		1/21/2013 20:18	"FiscalCliff"	8
293528000000000000	20981701	345759744	"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ..."	1		1/21/2013 20:19	"FiscalCliff"	8
293528000000000000	248024430	345759744	"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ..."	1		1/21/2013 20:19	"FiscalCliff"	8
293528000000000000	391200897	345759744	"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ..."	1		1/21/2013 20:19	"FiscalCliff"	8
293528000000000000	926494838	345759744	"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ..."	1		1/21/2013 20:19	"FiscalCliff"	8
293528000000000000	926315106	345759744	"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ..."	1		1/21/2013 20:19	"FiscalCliff"	8
293528000000000000	143574291	345759744	"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ..."	1		1/21/2013 20:19	"FiscalCliff"	8
293528000000000000	926531402	-1	"RT @jeffjotoole: When Captain Morgan comes out better than most Americans #fiscalcliff deal, your country is pretty much fucked #WTFcongress"	1		1/21/2013 20:20	"FiscalCliff"	0
293529000000000000	513503674	345759744	"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ..."	1		1/21/2013 20:20	"FiscalCliff"	8
293529000000000000	546488925	345759744	"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ..."	1		1/21/2013 20:23	"FiscalCliff"	8
293531000000000000	20073434	-1	"Republicans say that after #FiscalCliff deal, they are not open to any new tax #revenues, even paired w/ spending cuts http://t.co/bMiLdRiC"	0	"http://t.co/bMiLdRiC"	1/21/2013 20:30	"FiscalCliff"	0
293533000000000000	124853091	872417328	"RT @SahanaSivakumar: Obama let's see some big changes this year #inaug2013  #fiscalcliff"	1		1/21/2013 20:39	"FiscalCliff"	1
293534000000000000	459723403	345759744	"RT @jeffjotoole: Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. # ..."	1		1/21/2013 20:41	"FiscalCliff"	3
293534000000000000	257959928	345759744	"RT @jeffjotoole: Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. # ..."	1		1/21/2013 20:41	"FiscalCliff"	3
293535000000000000	422670345	-1	"No one looking forward to the backstretch #fiscalcliff #familynight #welcometohotelzig http://t.co/3NFXTxzG"	1	"http://t.co/3NFXTxzG"	1/21/2013 20:47	"FiscalCliff"	0
293540000000000000	361511378	-1	"Here's hoping that someday we'll forget about terms like #fiscalcliff and #debtceiling. Ix-nay on the fear-mongering, please."	1		1/21/2013 21:04	"FiscalCliff"	0
293540000000000000	735987751	-1	"@CommeLaProvince Having a surplus of street cred doesn't mean you get to go on a spending spree. #recession #fiscalcliff"	1		1/21/2013 21:05	"FiscalCliff"	0
293545000000000000	402957265	-1	"@RayEvernham no but I can guarantee it was #toodamnmuch #fiscalcliff #trillionsinnationaldebt"	1		1/21/2013 21:26	"FiscalCliff"	0
293547000000000000	33029588	-1	"we speakin' thrifty. aaaand she said fiscal fingerz. you got gems tonight skane3 gems! #fiscalcliff #thrift http://t.co/EQzAUL0q"	1	"http://t.co/EQzAUL0q"	1/21/2013 21:33	"FiscalCliff"	0
293552000000000000	31471559	-1	"It's been 1,364 days since Democrats in the #Senate have passed a budget. #fiscalcliff #Fact #fail #Inauguration2013 #congress"	0		1/21/2013 21:54	"FiscalCliff"	0
293553000000000000	31471559	-1	"@senatorreid It's been 1,364 days since Democrats in the #Senate have passed a budget. #fiscalcliff #Fact #fail #Inauguration2013 #congress"	0		1/21/2013 21:58	"FiscalCliff"	0
293554000000000000	1046019913	620298978	"RT @FixtheDebt: While we've avoided the #fiscalcliff, there are still many fiscal speed bumps down the road: http://t.co/k5eEkTs6"	0	"http://t.co/k5eEkTs6"	1/21/2013 22:00	"FiscalCliff"	6
293556000000000000	19015957	-1	"#ObamaZombies Walk without purpose over the #Fiscalcliff"	1		1/21/2013 22:08	"FiscalCliff"	0
293559000000000000	58324611	-1	"While The Fiscal Cliff Keeps You Distracted, The AMT Will Rob You Blind - Forbes http://t.co/gHxnB5E5  #FiscalCliff"	0	"http://t.co/gHxnB5E5"	1/21/2013 22:21	"FiscalCliff"	0
293560000000000000	420613573	-1	"Business forum: #Debtceiling dangers. http://t.co/kgZmcmGs #economy #FiscalCliff #financial #markets #business"	0	"http://t.co/kgZmcmGs"	1/21/2013 22:24	"FiscalCliff"	0
293561000000000000	18248403	-1	"On THCB Now: @NCPA's John Goodman on #Obamacare's #fiscalcliff: http://t.co/kLmPlPMG"	0	"http://t.co/kLmPlPMG"	1/21/2013 22:28	"FiscalCliff"	0
293565000000000000	403829876	655093	"RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB"	1	"http://t.co/zucJxAkB"	1/21/2013 22:45	"FiscalCliff"	408
293567000000000000	284794563	655093	"RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB"	1	"http://t.co/zucJxAkB"	1/21/2013 22:53	"FiscalCliff"	408
293569000000000000	17692619	655093	"RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB"	1	"http://t.co/zucJxAkB"	1/21/2013 23:01	"FiscalCliff"	408
293569000000000000	64816476	-1	"@JerryYWFN No #Obama didn't win the #FiscalCliff debate. Not even close. @GOP"	1		1/21/2013 23:02	"FiscalCliff"	0
293569000000000000	411119248	655093	"RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB"	1	"http://t.co/zucJxAkB"	1/21/2013 23:02	"FiscalCliff"	408
293573000000000000	64816476	-1	"@JerryYWFN The #fiscalcliff thing was about saving lower tax rates, the @GOP basically won the day on that."	1		1/21/2013 23:18	"FiscalCliff"	0
293575000000000000	16103311	-1	"Tick Tock, #fiscalcliff countdown happening again, anyone hearing about anything being done?"	1		1/21/2013 23:26	"FiscalCliff"	0
293582000000000000	625191105	-1	"@RealLifeKaz Times hard, people need help!!! #FiscalCliff #CafFish"	1		1/21/2013 23:52	"FiscalCliff"	0
293587000000000000	55038724	-1	"#Inaug2013 I will be 21... It's talking about in August 2013 right? #NOBAMA #FiscalCliff"	1		1/22/2013 0:11	"FiscalCliff"	0
293591000000000000	414003816	-1	"Obama's #FiscalCliff $1Trillion  annual deficits until he bankrupts the USA in a few years"	1		1/22/2013 0:27	"FiscalCliff"	1
293592000000000000	88071033	414003816	"RT @UnPoliticalPrty: Obama's #FiscalCliff $1Trillion  annual deficits until he bankrupts the USA in a few years"	1		1/22/2013 0:30	"FiscalCliff"	1
293598000000000000	71764540	-1	"Holding out for these POGS to appreciate in value.\
#fiscalcliff"	1		1/22/2013 0:58	"FiscalCliff"	0
293606000000000000	713171522	-1	"The #FiscalCliff was scared the market and investors last month. This month, we can see the very clear #JanuaryEffect. I am scared."	1		1/22/2013 1:27	"FiscalCliff"	0
293606000000000000	427823111	-1	"Gotta love this #Obama #GunBan #GunRights #SecondAmendment #GunControl #Immigration #ShitNoOneSays http://t.co/Tqb0MQrE"	1	"http://t.co/Tqb0MQrE"	1/22/2013 1:30	"gunrights"	0
293608000000000000	27787579	104342107	"RT @Gabby_Hoffman: Harvard Study: More Guns, Less Crime http://t.co/Ptl4S4B8 #gunrights"	0	"http://t.co/Ptl4S4B8"	1/22/2013 1:38	"gunrights"	50
293608000000000000	167621823	-1	"@la_hargis #OpSLAM #groupon    #NRA #gunrights #tcot"	1		1/22/2013 1:38	"gunrights"	0
293610000000000000	1053453199	-1	"Who Needs an AR-15? http://t.co/8kcoh6C3 #gunrights #nra"	0	"http://t.co/8kcoh6C3"	1/22/2013 1:45	"gunrights"	0
293613000000000000	365686717	-1	"Somebody Picked the Wrong Girl #2ndAmendment #2a #guncontrol #demandaplan #gunrights #obama #inaug2013 #nra #maddow http://t.co/2NSpW7aq"	1	"http://t.co/2NSpW7aq"	1/22/2013 1:54	"gunrights"	0
293613000000000000	128360486	-1	"Recent News: Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/eCPyx6jf"	0	"http://t.co/eCPyx6jf"	1/22/2013 1:55	"gunrights"	2
293613000000000000	485341505	128360486	"RT @CultureKill: Recent News: Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/eCPyx6jf"	0	"http://t.co/eCPyx6jf"	1/22/2013 1:57	"gunrights"	2
293614000000000000	1015133304	1107690794	"RT @JPFOAlert: Free: Gun Target \All in Favor of Gun Control"	1	" Raise Your Right Hand\"" \"			
" http://t.co/gQLLV2GT #JPFO #2ndA #gunrights http: ..."""	"http://t.co/gQLLV2GT"	1/22/2013 1:58	"gunrights"	1	3	1	1	
293618000000000000	1053453199	-1	"Cops Are Outraged That New York's New Magazine Limit Could Apply to Them http://t.co/eC2iINJo #gunrights #nra"	0	"http://t.co/eC2iINJo"	1/22/2013 2:15	"gunrights"	0
293618000000000000	541955143	-1	"Did I really just hear that ridiculous woman Alicia Keys sing \Obama's on fire\"" during lavish celebrations?  #fiscalcliff #moneywellspent"""	1		1/22/2013 2:15	"FiscalCliff"	0
293621000000000000	244288622	-1	"#obama stop trying to be like Lincoln. He united a nation that was torn apart. Your still taring this one apart. #gunrights"	1		1/22/2013 2:27	"gunrights"	0
293626000000000000	104695183	-1	"$10 clips are now 50 & $30clips are now 150 I knew I should have stocked up I hope everything goes back to normal. #gunrights"	1		1/22/2013 2:46	"gunrights"	0
293627000000000000	161619129	-1	"How the #fiscalcliff deal shakes up all things #tax... http://t.co/FD1g3sbC #UStaxpayers #FATCA"	0	"http://t.co/FD1g3sbC"	1/22/2013 2:50	"FiscalCliff"	0
293627000000000000	15531670	-1	"Interesting Straight Talk episode (hosted by @LauralPorter) with @RepSchrader. Strange #FiscalCliff vote explanation... http://t.co/ltCPRO5j"	0	"http://t.co/ltCPRO5j"	1/22/2013 2:52	"FiscalCliff"	2
293627000000000000	850348448	128360486	"RT @CultureKill: Recent News: Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/eCPyx6jf"	0	"http://t.co/eCPyx6jf"	1/22/2013 2:53	"gunrights"	2
293628000000000000	20659086	15531670	"RT @benjaminpollock: Interesting Straight Talk episode (hosted by @LauralPorter) with @RepSchrader. Strange #FiscalCliff vote explanatio ..."	0		1/22/2013 2:55	"FiscalCliff"	2
293629000000000000	1053453199	-1	"Rep. Israel Says He's After the Result of 3D Printed Weapons, Not 3D Printing Itself http://t.co/RLeZETWK #gunrights #nra"	0	"http://t.co/RLeZETWK"	1/22/2013 3:00	"gunrights"	0
293630000000000000	1069380392	-1	"Stand up! \N.Y. gun owners vow to defy new gun laws http://t.co/muMKSkwZ #guns #gunrights #gunbans #guncontrol #SecondAmendment #2A\"""""	0	"http://t.co/muMKSkwZ"	1/22/2013 3:05	"gunrights"	0
293636000000000000	285328319	104342107	"RT @Gabby_Hoffman: Harvard Study: More Guns, Less Crime http://t.co/Ptl4S4B8 #gunrights"	0	"http://t.co/Ptl4S4B8"	1/22/2013 3:25	"gunrights"	50
293637000000000000	1053453199	-1	"Ray Lewis and Top 10 Sports Curtain Calls http://t.co/xW81fz4x #gunrights #nra"	0	"http://t.co/xW81fz4x"	1/22/2013 3:30	"gunrights"	0
293640000000000000	1053453199	-1	"Anti-Gun Group Edits Quote To Remove Reference To Stopping a Lynching With a Pistol http://t.co/BXb74W0e #gunrights #nra"	0	"http://t.co/BXb74W0e"	1/22/2013 3:45	"gunrights"	0
293643000000000000	48195067	104342107	"RT @Gabby_Hoffman: Harvard Study: More Guns, Less Crime http://t.co/Ptl4S4B8 #gunrights"	0	"http://t.co/Ptl4S4B8"	1/22/2013 3:56	"gunrights"	50
293643000000000000	128360486	-1	"Recent News: Tiananmen square activist turned American citizen demonstrates for the #2nd #gunrights http://t.co/0V37vt6b"	0	"http://t.co/0V37vt6b"	1/22/2013 3:56	"gunrights"	1
