tweet_id,source_user_id,rt_user_id,tweet,Inf/Conv,website,tweet_time,hashtag,raw_retweet_count
2.93524E+17,30389172,-1,.@NYTimeskrugman The Big Deal http://t.co/dw0tyGP6 #inaug2013 #ACA #debtceiling #fiscalcliff,,http://t.co/dw0tyGP6,1/21/13 20:01,FiscalCliff,0
2.93526E+17,370227518,-1,2 hot fudge Sundays cost me 25 god damn American dollars. #fiscalcliff #econdepression @KevinSullivan27 @JJooris19 @LeBronsal,,,1/21/13 20:09,FiscalCliff,0
2.93526E+17,345759744,-1,Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. #WTFcongress #tgdn #p2,,,1/21/13 20:09,FiscalCliff,3
2.93526E+17,143574291,345759744,RT @jeffjotoole: Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. # ...,,,1/21/13 20:10,FiscalCliff,3
2.93528E+17,345759744,-1,"When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. #WTFcongress",,,1/21/13 20:18,FiscalCliff,8
2.93528E+17,20981701,345759744,"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...",,,1/21/13 20:19,FiscalCliff,8
2.93528E+17,248024430,345759744,"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...",,,1/21/13 20:19,FiscalCliff,8
2.93528E+17,391200897,345759744,"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...",,,1/21/13 20:19,FiscalCliff,8
2.93528E+17,926494838,345759744,"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...",,,1/21/13 20:19,FiscalCliff,8
2.93528E+17,926315106,345759744,"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...",,,1/21/13 20:19,FiscalCliff,8
2.93528E+17,143574291,345759744,"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...",,,1/21/13 20:19,FiscalCliff,8
2.93528E+17,926531402,-1,"RT @jeffjotoole: When Captain Morgan comes out better than most Americans #fiscalcliff deal, your country is pretty much fucked #WTFcongress",,,1/21/13 20:20,FiscalCliff,0
2.93529E+17,513503674,345759744,"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...",,,1/21/13 20:20,FiscalCliff,8
2.93529E+17,546488925,345759744,"RT @jeffjotoole: When Captain Morgan comes out better than most Americans in your #fiscalcliff deal, your country is pretty much fucked. ...",,,1/21/13 20:23,FiscalCliff,8
2.93531E+17,20073434,-1,"Republicans say that after #FiscalCliff deal, they are not open to any new tax #revenues, even paired w/ spending cuts http://t.co/bMiLdRiC",,http://t.co/bMiLdRiC,1/21/13 20:30,FiscalCliff,0
2.93533E+17,124853091,872417328,RT @SahanaSivakumar: Obama let's see some big changes this year #inaug2013  #fiscalcliff,,,1/21/13 20:39,FiscalCliff,1
2.93534E+17,459723403,345759744,RT @jeffjotoole: Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. # ...,,,1/21/13 20:41,FiscalCliff,3
2.93534E+17,257959928,345759744,RT @jeffjotoole: Congress solved the #fiscalcliff this year in true Congress fashion - by climbing to the top of an even higher cliff. # ...,,,1/21/13 20:41,FiscalCliff,3
2.93535E+17,422670345,-1,No one looking forward to the backstretch #fiscalcliff #familynight #welcometohotelzig http://t.co/3NFXTxzG,,http://t.co/3NFXTxzG,1/21/13 20:47,FiscalCliff,0
2.9354E+17,361511378,-1,"Here's hoping that someday we'll forget about terms like #fiscalcliff and #debtceiling. Ix-nay on the fear-mongering, please.",,,1/21/13 21:04,FiscalCliff,0
2.9354E+17,735987751,-1,@CommeLaProvince Having a surplus of street cred doesn't mean you get to go on a spending spree. #recession #fiscalcliff,,,1/21/13 21:05,FiscalCliff,0
2.93545E+17,402957265,-1,@RayEvernham no but I can guarantee it was #toodamnmuch #fiscalcliff #trillionsinnationaldebt,,,1/21/13 21:26,FiscalCliff,0
2.93547E+17,33029588,-1,we speakin' thrifty. aaaand she said fiscal fingerz. you got gems tonight skane3 gems! #fiscalcliff #thrift http://t.co/EQzAUL0q,,http://t.co/EQzAUL0q,1/21/13 21:33,FiscalCliff,0
2.93552E+17,31471559,-1,"It's been 1,364 days since Democrats in the #Senate have passed a budget. #fiscalcliff #Fact #fail #Inauguration2013 #congress",,,1/21/13 21:54,FiscalCliff,0
2.93553E+17,31471559,-1,"@senatorreid It's been 1,364 days since Democrats in the #Senate have passed a budget. #fiscalcliff #Fact #fail #Inauguration2013 #congress",,,1/21/13 21:58,FiscalCliff,0
2.93554E+17,1046019913,620298978,"RT @FixtheDebt: While we've avoided the #fiscalcliff, there are still many fiscal speed bumps down the road: http://t.co/k5eEkTs6",,http://t.co/k5eEkTs6,1/21/13 22:00,FiscalCliff,6
2.93556E+17,19015957,-1,#ObamaZombies Walk without purpose over the #Fiscalcliff,,,1/21/13 22:08,FiscalCliff,0
2.93559E+17,58324611,-1,"While The Fiscal Cliff Keeps You Distracted, The AMT Will Rob You Blind - Forbes http://t.co/gHxnB5E5  #FiscalCliff",,http://t.co/gHxnB5E5,1/21/13 22:21,FiscalCliff,0
2.9356E+17,420613573,-1,Business forum: #Debtceiling dangers. http://t.co/kgZmcmGs #economy #FiscalCliff #financial #markets #business,,http://t.co/kgZmcmGs,1/21/13 22:24,FiscalCliff,0
2.93561E+17,18248403,-1,On THCB Now: @NCPA's John Goodman on #Obamacare's #fiscalcliff: http://t.co/kLmPlPMG,,http://t.co/kLmPlPMG,1/21/13 22:28,FiscalCliff,0
2.93565E+17,403829876,655093,RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB,,http://t.co/zucJxAkB,1/21/13 22:45,FiscalCliff,408
2.93567E+17,284794563,655093,RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB,,http://t.co/zucJxAkB,1/21/13 22:53,FiscalCliff,408
2.93569E+17,17692619,655093,RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB,,http://t.co/zucJxAkB,1/21/13 23:01,FiscalCliff,408
2.93569E+17,64816476,-1,@JerryYWFN No #Obama didn't win the #FiscalCliff debate. Not even close. @GOP,,,1/21/13 23:02,FiscalCliff,0
2.93569E+17,411119248,655093,RT @god: Obama knock-knock photo. #FiscalCliff http://t.co/zucJxAkB,,http://t.co/zucJxAkB,1/21/13 23:02,FiscalCliff,408
2.93573E+17,64816476,-1,"@JerryYWFN The #fiscalcliff thing was about saving lower tax rates, the @GOP basically won the day on that.",,,1/21/13 23:18,FiscalCliff,0
2.93575E+17,16103311,-1,"Tick Tock, #fiscalcliff countdown happening again, anyone hearing about anything being done?",,,1/21/13 23:26,FiscalCliff,0
2.93582E+17,625191105,-1,"@RealLifeKaz Times hard, people need help!!! #FiscalCliff #CafFish",,,1/21/13 23:52,FiscalCliff,0
2.93587E+17,55038724,-1,#Inaug2013 I will be 21... It's talking about in August 2013 right? #NOBAMA #FiscalCliff,,,1/22/13 0:11,FiscalCliff,0
2.93591E+17,414003816,-1,Obama's #FiscalCliff $1Trillion  annual deficits until he bankrupts the USA in a few years,,,1/22/13 0:27,FiscalCliff,1
2.93592E+17,88071033,414003816,RT @UnPoliticalPrty: Obama's #FiscalCliff $1Trillion  annual deficits until he bankrupts the USA in a few years,,,1/22/13 0:30,FiscalCliff,1
2.93598E+17,71764540,-1,"Holding out for these POGS to appreciate in value.\
#fiscalcliff",,,1/22/13 0:58,FiscalCliff,0
2.93606E+17,713171522,-1,"The #FiscalCliff was scared the market and investors last month. This month, we can see the very clear #JanuaryEffect. I am scared.",,,1/22/13 1:27,FiscalCliff,0
2.93606E+17,427823111,-1,Gotta love this #Obama #GunBan #GunRights #SecondAmendment #GunControl #Immigration #ShitNoOneSays http://t.co/Tqb0MQrE,,http://t.co/Tqb0MQrE,1/22/13 1:30,gunrights,0
2.93608E+17,27787579,104342107,"RT @Gabby_Hoffman: Harvard Study: More Guns, Less Crime http://t.co/Ptl4S4B8 #gunrights",,http://t.co/Ptl4S4B8,1/22/13 1:38,gunrights,50
2.93608E+17,167621823,-1,@la_hargis #OpSLAM #groupon    #NRA #gunrights #tcot,,,1/22/13 1:38,gunrights,0
2.9361E+17,1053453199,-1,Who Needs an AR-15? http://t.co/8kcoh6C3 #gunrights #nra,,http://t.co/8kcoh6C3,1/22/13 1:45,gunrights,0
2.93613E+17,365686717,-1,Somebody Picked the Wrong Girl #2ndAmendment #2a #guncontrol #demandaplan #gunrights #obama #inaug2013 #nra #maddow http://t.co/2NSpW7aq,,http://t.co/2NSpW7aq,1/22/13 1:54,gunrights,0
2.93613E+17,128360486,-1,Recent News: Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/eCPyx6jf,,http://t.co/eCPyx6jf,1/22/13 1:55,gunrights,2
2.93613E+17,485341505,128360486,RT @CultureKill: Recent News: Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/eCPyx6jf,,http://t.co/eCPyx6jf,1/22/13 1:57,gunrights,2
2.93614E+17,1015133304,1107690794,RT @JPFOAlert: Free: Gun Target \All in Favor of Gun Control,," Raise Your Right Hand\"" \",,,
" http://t.co/gQLLV2GT #JPFO #2ndA #gunrights http: ...""",http://t.co/gQLLV2GT,1/22/13 1:58,gunrights,,3,1,1,
2.93618E+17,1053453199,-1,Cops Are Outraged That New York's New Magazine Limit Could Apply to Them http://t.co/eC2iINJo #gunrights #nra,,http://t.co/eC2iINJo,1/22/13 2:15,gunrights,0
2.93618E+17,541955143,-1,"Did I really just hear that ridiculous woman Alicia Keys sing \Obama's on fire\"" during lavish celebrations?  #fiscalcliff #moneywellspent""",,,1/22/13 2:15,FiscalCliff,0
2.93621E+17,244288622,-1,#obama stop trying to be like Lincoln. He united a nation that was torn apart. Your still taring this one apart. #gunrights,,,1/22/13 2:27,gunrights,0
2.93626E+17,104695183,-1,$10 clips are now 50 & $30clips are now 150 I knew I should have stocked up I hope everything goes back to normal. #gunrights,,,1/22/13 2:46,gunrights,0
2.93627E+17,161619129,-1,How the #fiscalcliff deal shakes up all things #tax... http://t.co/FD1g3sbC #UStaxpayers #FATCA,,http://t.co/FD1g3sbC,1/22/13 2:50,FiscalCliff,0
2.93627E+17,15531670,-1,Interesting Straight Talk episode (hosted by @LauralPorter) with @RepSchrader. Strange #FiscalCliff vote explanation... http://t.co/ltCPRO5j,,http://t.co/ltCPRO5j,1/22/13 2:52,FiscalCliff,2
2.93627E+17,850348448,128360486,RT @CultureKill: Recent News: Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/eCPyx6jf,,http://t.co/eCPyx6jf,1/22/13 2:53,gunrights,2
2.93628E+17,20659086,15531670,RT @benjaminpollock: Interesting Straight Talk episode (hosted by @LauralPorter) with @RepSchrader. Strange #FiscalCliff vote explanatio ...,,,1/22/13 2:55,FiscalCliff,2
2.93629E+17,1053453199,-1,"Rep. Israel Says He's After the Result of 3D Printed Weapons, Not 3D Printing Itself http://t.co/RLeZETWK #gunrights #nra",,http://t.co/RLeZETWK,1/22/13 3:00,gunrights,0
2.9363E+17,1069380392,-1,"Stand up! \N.Y. gun owners vow to defy new gun laws http://t.co/muMKSkwZ #guns #gunrights #gunbans #guncontrol #SecondAmendment #2A\""""",,http://t.co/muMKSkwZ,1/22/13 3:05,gunrights,0
2.93636E+17,285328319,104342107,"RT @Gabby_Hoffman: Harvard Study: More Guns, Less Crime http://t.co/Ptl4S4B8 #gunrights",,http://t.co/Ptl4S4B8,1/22/13 3:25,gunrights,50
2.93637E+17,1053453199,-1,Ray Lewis and Top 10 Sports Curtain Calls http://t.co/xW81fz4x #gunrights #nra,,http://t.co/xW81fz4x,1/22/13 3:30,gunrights,0
2.9364E+17,1053453199,-1,Anti-Gun Group Edits Quote To Remove Reference To Stopping a Lynching With a Pistol http://t.co/BXb74W0e #gunrights #nra,,http://t.co/BXb74W0e,1/22/13 3:45,gunrights,0
2.93643E+17,48195067,104342107,"RT @Gabby_Hoffman: Harvard Study: More Guns, Less Crime http://t.co/Ptl4S4B8 #gunrights",,http://t.co/Ptl4S4B8,1/22/13 3:56,gunrights,50
2.93643E+17,128360486,-1,Recent News: Tiananmen square activist turned American citizen demonstrates for the #2nd #gunrights http://t.co/0V37vt6b,,http://t.co/0V37vt6b,1/22/13 3:56,gunrights,1
2.93645E+17,1102205815,-1,RT: @DLoesch NRA more popular than entertainment industry http://t.co/kan6wkLk #gunrights,,http://t.co/kan6wkLk,1/22/13 4:01,gunrights,2
2.93649E+17,31112537,-1,"USA uptick reflected in price direction of #graphite and #fluorspar, but we will see what happens in March #FiscalCliff @ftcommodities",,,1/22/13 4:17,FiscalCliff,1
2.93652E+17,1053453199,-1,Idaho Lawmakers Besieged by Constituents Wanting Their Gun Rights Protected http://t.co/Y3tmm9EU #gunrights #nra,,http://t.co/Y3tmm9EU,1/22/13 4:30,gunrights,0
2.93653E+17,17448012,-1,This is how Obama will take you guns. http://t.co/U3Osbi4J #TGDN #Freedom #Liberty #RNA #GOA #tlot #tcot #lp #2ndA #gunrights #guns #rights,,http://t.co/U3Osbi4J,1/22/13 4:33,gunrights,0
2.93653E+17,403406021,-1,Any @GOP Senator or Rep who voted for the #fiscalcliff bill without reading it should be recalled for betraying their constituents. #PJNET,,,1/22/13 4:34,FiscalCliff,1
2.93654E+17,20745469,44454246,RT @PutnamToday: Five things investors can do now to blunt higher taxes in 2013. #FiscalCliff http://t.co/3QHlgTQw,,http://t.co/3QHlgTQw,1/22/13 4:38,FiscalCliff,8
2.93656E+17,1053453199,-1,Colorado Sheriff Joins Gun-Enforcement Refuseniks http://t.co/rrRTCOHo #gunrights #nra,,http://t.co/rrRTCOHo,1/22/13 4:45,gunrights,0
2.93656E+17,605302070,31112537,"RT @sdmoores: USA uptick reflected in price direction of #graphite and #fluorspar, but we will see what happens in March #FiscalCliff @f ...",,,1/22/13 4:48,FiscalCliff,1
